Country,Year,Month,Visitors
 Indonesia,2011, August,5317
 Indonesia,2011, september,6520
 Indonesia,2011, October,6305
 Indonesia,2011, november,5481
 Indonesia,2011, december,9429
 Philippines,2011, January,6612
 Philippines,2011, February,4643
 Philippines,2011, March,4532
 Philippines,2011, April,5706
 Philippines,2011, May,4989
 Philippines,2011, June,3993
 Philippines,2011, July,4805
 Philippines,2011, August,5364
 Philippines,2011, september,5222
 Philippines,2011, October,6153
 Philippines,2011, november,5293
 Philippines,2011, december,5787
 Vietnam,2011, January,3151
 Vietnam,2011, February,3371
 Vietnam,2011, March,3220
 Vietnam,2011, April,3787
 Vietnam,2011, May,2636
 Vietnam,2011, June,2706
 Vietnam,2011, July,3029
 Vietnam,2011, August,3586
 Vietnam,2011, september,4156
 Vietnam,2011, October,4770
 Vietnam,2011, november,3810
 Vietnam,2011, december,2826
 India,2011, January,6056
 India,2011, February,4693
 India,2011, March,3475
 India,2011, April,4715
 India,2011, May,5140
 India,2011, June,4522
 India,2011, July,5092
 India,2011, August,4485
 India,2011, september,5944
 India,2011, October,5388
 India,2011, november,5543
 India,2011, december,4301
 Israel,2011, January,638
 Israel,2011, February,489
 Israel,2011, March,470
 Israel,2011, April,359
 Israel,2011, May,426
 Israel,2011, June,469
 Israel,2011, July,637
 Israel,2011, August,453
 Israel,2011, september,675
 Israel,2011, October,969
 Israel,2011, november,773
 Israel,2011, december,573
 Türkiye,2011, January,638
 Türkiye,2011, February,514
 Türkiye,2011, March,464
 Türkiye,2011, April,319
 Türkiye,2011, May,370
 Türkiye,2011, June,409
 Türkiye,2011, July,542
 Türkiye,2011, August,487
 Türkiye,2011, september,659
 Türkiye,2011, October,743
 Türkiye,2011, november,755
 Türkiye,2011, december,677
 uk,2011, January,13323
 uk,2011, February,14119
 uk,2011, March,10127
 uk,2011, April,8010
 uk,2011, May,8629
 uk,2011, June,8487
 uk,2011, July,12519
 uk,2011, August,10800
 uk,2011, september,12121
 uk,2011, October,16802
 uk,2011, november,13208
 uk,2011, december,11954
 France,2011, January,9330
 France,2011, February,8999
 France,2011, March,5798
 France,2011, April,5472
 France,2011, May,5864
 France,2011, June,5954
 France,2011, July,9072
 France,2011, August,8033
 France,2011, september,8376
 France,2011, October,11256
 France,2011, november,9046
 France,2011, december,8238
 Germany,2011, January,7705
 Germany,2011, February,8564
 Germany,2011, March,4950
 Germany,2011, April,3268
 Germany,2011, May,4391
 Germany,2011, June,4921
 Germany,2011, July,6460
 Germany,2011, August,5681
 Germany,2011, september,7775
 Germany,2011, October,10529
 Germany,2011, november,10129
 Germany,2011, december,6399
 Italy,2011, January,3726
 Italy,2011, February,3450
 Italy,2011, March,2310
 Italy,2011, April,1274
 Italy,2011, May,1543
 Italy,2011, June,1721
 Italy,2011, July,2535
 Italy,2011, August,2538
 Italy,2011, september,3347
 Italy,2011, October,4113
 Italy,2011, november,3804
 Italy,2011, december,3674
 Russia,2011, January,4063
 Russia,2011, February,3259
 Russia,2011, March,2091
 Russia,2011, April,1646
 Russia,2011, May,2049
 Russia,2011, June,2023
 Russia,2011, July,2916
 Russia,2011, August,2582
 Russia,2011, september,2765
 Russia,2011, October,3657
 Russia,2011, november,3768
 Russia,2011, december,2974
 Spain,2011, January,1663
 Spain,2011, February,1768
 Spain,2011, March,1241
 Spain,2011, April,943
 Spain,2011, May,993
 Spain,2011, June,1032
 Spain,2011, July,1950
 Spain,2011, August,2190
 Spain,2011, september,2237
 Spain,2011, October,2496
 Spain,2011, november,1866
 Spain,2011, december,2435
Sweden,2011, January,2026
Sweden,2011, February,1722
Sweden,2011, March,1344
Sweden,2011, April,1149
Sweden,2011, May,1455
Sweden,2011, June,1661
Sweden,2011, July,1701
Sweden,2011, August,1397
Sweden,2011, september,2071
Sweden,2011, October,2895
Sweden,2011, november,2528
Sweden,2011, december,1857
 Netherlands,2011, January,2087
 Netherlands,2011, February,2152
 Netherlands,2011, March,1445
 Netherlands,2011, April,1231
 Netherlands,2011, May,1484
 Netherlands,2011, June,1454
 Netherlands,2011, July,2630
 Netherlands,2011, August,1634
 Netherlands,2011, september,2108
 Netherlands,2011, October,2847
 Netherlands,2011, november,2415
 Netherlands,2011, december,1963
 Switzerland,2011, January,1337
 Switzerland,2011, February,1428
 Switzerland,2011, March,968
 Switzerland,2011, April,823
 Switzerland,2011, May,922
 Switzerland,2011, June,1068
 Switzerland,2011, July,1591
 Switzerland,2011, August,1179
 Switzerland,2011, september,1535
 Switzerland,2011, October,2456
 Switzerland,2011, november,1707
 Switzerland,2011, december,1396
 Belgium,2011, January,953
 Belgium,2011, February,1021
 Belgium,2011, March,651
 Belgium,2011, April,542
 Belgium,2011, May,700
 Belgium,2011, June,747
 Belgium,2011, July,1076
 Belgium,2011, August,734
 Belgium,2011, september,1073
 Belgium,2011, October,1283
 Belgium,2011, november,1099
 Belgium,2011, december,829
 Finland,2011, January,1009
 Finland,2011, February,1077
 Finland,2011, March,833
 Finland,2011, April,671
 Finland,2011, May,722
 Finland,2011, June,834
 Finland,2011, July,725
 Finland,2011, August,722
 Finland,2011, september,874
 Finland,2011, October,1197
 Finland,2011, november,1223
 Finland,2011, december,1056
Poland,2011, January,612
Poland,2011, February,501
Poland,2011, March,473
Poland,2011, April,428
Poland,2011, May,402
Poland,2011, June,523
Poland,2011, July,610
Poland,2011, August,615
Poland,2011, september,783
Poland,2011, October,831
Poland,2011, november,1015
Poland,2011, december,658
 Denmark,2011, January,1053
 Denmark,2011, February,1142
 Denmark,2011, March,708
 Denmark,2011, April,456
 Denmark,2011, May,648
 Denmark,2011, June,728
 Denmark,2011, July,1177
 Denmark,2011, August,647
 Denmark,2011, september,934
 Denmark,2011, October,1439
 Denmark,2011, november,1145
 Denmark,2011, december,744
 Norway,2011, January,756
 Norway,2011, February,853
 Norway,2011, March,598
 Norway,2011, April,387
 Norway,2011, May,416
 Norway,2011, June,602
 Norway,2011, July,782
 Norway,2011, August,475
 Norway,2011, september,702
 Norway,2011, October,949
 Norway,2011, november,781
 Norway,2011, december,604
 Austria,2011, January,1200
 Austria,2011, February,903
 Austria,2011, March,503
 Austria,2011, April,287
 Austria,2011, May,380
 Austria,2011, June,446
 Austria,2011, July,758
 Austria,2011, August,540
 Austria,2011, september,797
 Austria,2011, October,1135
 Austria,2011, november,919
 Austria,2011, december,671
 Portugal,2011, January,456
 Portugal,2011, February,594
 Portugal,2011, March,331
 Portugal,2011, April,163
 Portugal,2011, May,259
 Portugal,2011, June,502
 Portugal,2011, July,589
 Portugal,2011, August,771
 Portugal,2011, september,594
 Portugal,2011, October,594
 Portugal,2011, november,600
 Portugal,2011, december,774
 Ireland,2011, January,877
 Ireland,2011, February,697
 Ireland,2011, March,572
 Ireland,2011, April,471
 Ireland,2011, May,529
 Ireland,2011, June,597
 Ireland,2011, July,761
 Ireland,2011, August,624
 Ireland,2011, september,832
 Ireland,2011, October,917
 Ireland,2011, november,755
 Ireland,2011, december,662
 US,2011, January,51706
 US,2011, February,45135
 US,2011, March,38934
 US,2011, April,29788
 US,2011, May,40770
 US,2011, June,50648
 US,2011, July,52127
 US,2011, August,46823
 US,2011, september,46903
 US,2011, October,58632
 US,2011, november,53055
 US,2011, december,51366
 Canada,2011, January,10847
 Canada,2011, February,10326
 Canada,2011, March,7852
 Canada,2011, April,5292
 Canada,2011, May,5779
 Canada,2011, June,6134
 Canada,2011, July,8010
 Canada,2011, August,8035
 Canada,2011, september,7434
 Canada,2011, October,10877
 Canada,2011, november,10247
 Canada,2011, december,10466
 Mexico,2011, January,1161
 Mexico,2011, February,1116
 Mexico,2011, March,803
 Mexico,2011, April,694
 Mexico,2011, May,731
 Mexico,2011, June,971
 Mexico,2011, July,1235
 Mexico,2011, August,1036
 Mexico,2011, september,1233
 Mexico,2011, October,1607
 Mexico,2011, november,1183
 Mexico,2011, december,1310
 Brazil,2011, January,1746
 Brazil,2011, February,1118
 Brazil,2011, March,852
 Brazil,2011, April,836
 Brazil,2011, May,866
 Brazil,2011, June,900
 Brazil,2011, July,1294
 Brazil,2011, August,1065
 Brazil,2011, september,1568
 Brazil,2011, October,2814
 Brazil,2011, november,1486
 Brazil,2011, december,3925
 Australia,2011, January,30689
 Australia,2011, February,21467
 Australia,2011, March,10853
 Australia,2011, April,6490
 Australia,2011, May,7406
 Australia,2011, June,9362
 Australia,2011, July,10108
 Australia,2011, August,7631
 Australia,2011, september,13222
 Australia,2011, October,14823
 Australia,2011, november,12056
 Australia,2011, december,18471
 new zealand,2011, January,3222
 new zealand,2011, February,2288
 new zealand,2011, March,1628
 new zealand,2011, April,1407
 new zealand,2011, May,1521
 new zealand,2011, June,1463
 new zealand,2011, July,2108
 new zealand,2011, August,1666
 new zealand,2011, september,1775
 new zealand,2011, October,2291
 new zealand,2011, november,2065
 new zealand,2011, december,2562
 South Korea,2012, January,173000
 South Korea,2012, February,169025
 South Korea,2012, March,150291
 South Korea,2012, April,152323
 South Korea,2012, May,157141
 South Korea,2012, June,152131
 South Korea,2012, July,189701
 South Korea,2012, August,201764
 South Korea,2012, september,145742
 South Korea,2012, October,168150
 South Korea,2012, november,183557
 South Korea,2012, december,199950
 China,2012, January,136665
 China,2012, February,81966
 China,2012, March,129302
 China,2012, April,148793
 China,2012, May,112152
 China,2012, June,125983
 China,2012, July,204270
 China,2012, August,190254
 China,2012, september,121673
 China,2012, October,69713
 China,2012, november,51993
 China,2012, december,52336
 Taiwan,2012, January,125783
 Taiwan,2012, February,85874
 Taiwan,2012, March,92057
 Taiwan,2012, April,138735
 Taiwan,2012, May,120992
 Taiwan,2012, June,125702
 Taiwan,2012, July,160344
 Taiwan,2012, August,128673
 Taiwan,2012, september,118115
 Taiwan,2012, October,135164
 Taiwan,2012, november,123299
 Taiwan,2012, december,111015
 Hong Kong,2012, January,48455
 Hong Kong,2012, February,28743
 Hong Kong,2012, March,36690
 Hong Kong,2012, April,44216
 Hong Kong,2012, May,32491
 Hong Kong,2012, June,44208
 Hong Kong,2012, July,51482
 Hong Kong,2012, August,44341
 Hong Kong,2012, september,36355
 Hong Kong,2012, October,33828
 Hong Kong,2012, november,36215
 Hong Kong,2012, december,44641
 Thailand,2012, January,12092
 Thailand,2012, February,15345
 Thailand,2012, March,26313
 Thailand,2012, April,40821
 Thailand,2012, May,24016
 Thailand,2012, June,13608
 Thailand,2012, July,16347
 Thailand,2012, August,11812
 Thailand,2012, september,18775
 Thailand,2012, October,31701
 Thailand,2012, november,24239
 Thailand,2012, december,25571
 Singapore,2012, January,8981
 Singapore,2012, February,7720
 Singapore,2012, March,11605
 Singapore,2012, April,12806
 Singapore,2012, May,13090
 Singapore,2012, June,13216
 Singapore,2012, July,8390
 Singapore,2012, August,5870
 Singapore,2012, september,8017
 Singapore,2012, October,10264
 Singapore,2012, november,14792
 Singapore,2012, december,27450
Malaysia,2012, January,8876
Malaysia,2012, February,7354
Malaysia,2012, March,11748
Malaysia,2012, April,12222
Malaysia,2012, May,12731
Malaysia,2012, June,8445
Malaysia,2012, July,7905
Malaysia,2012, August,7734
Malaysia,2012, september,9442
Malaysia,2012, October,11335
Malaysia,2012, november,15170
Malaysia,2012, december,17221
 Indonesia,2012, January,5130
 Indonesia,2012, February,4570
 Indonesia,2012, March,7597
 Indonesia,2012, April,9594
 Indonesia,2012, May,7108
 Indonesia,2012, June,9451
 Indonesia,2012, July,7779
 Indonesia,2012, August,12500
 Indonesia,2012, september,7996
 Indonesia,2012, October,8704
 Indonesia,2012, november,7678
 Indonesia,2012, december,13353
 Philippines,2012, January,6924
 Philippines,2012, February,4409
 Philippines,2012, March,6928
 Philippines,2012, April,11059
 Philippines,2012, May,8414
 Philippines,2012, June,6263
 Philippines,2012, July,5991
 Philippines,2012, August,5871
 Philippines,2012, september,6714
 Philippines,2012, October,8292
 Philippines,2012, november,6775
 Philippines,2012, december,7397
 Vietnam,2012, January,3600
 Vietnam,2012, February,3556
 Vietnam,2012, March,5016
 Vietnam,2012, April,6512
 Vietnam,2012, May,4159
 Vietnam,2012, June,3529
 Vietnam,2012, July,4580
 Vietnam,2012, August,4098
 Vietnam,2012, september,5610
 Vietnam,2012, October,6278
 Vietnam,2012, november,4717
 Vietnam,2012, december,3501
 India,2012, January,5598
 India,2012, February,4808
 India,2012, March,5604
 India,2012, April,6087
 India,2012, May,6797
 India,2012, June,5620
 India,2012, July,5643
 India,2012, August,4876
 India,2012, september,6335
 India,2012, October,6725
 India,2012, november,6112
 India,2012, december,4709
 Israel,2012, January,534
 Israel,2012, February,637
 Israel,2012, March,924
 Israel,2012, April,1105
 Israel,2012, May,795
 Israel,2012, June,630
 Israel,2012, July,766
 Israel,2012, August,665
 Israel,2012, september,1416
 Israel,2012, October,1328
 Israel,2012, november,990
 Israel,2012, december,623
 Türkiye,2012, January,619
 Türkiye,2012, February,602
 Türkiye,2012, March,885
 Türkiye,2012, April,932
 Türkiye,2012, May,810
 Türkiye,2012, June,905
 Türkiye,2012, July,914
 Türkiye,2012, August,779
 Türkiye,2012, september,864
 Türkiye,2012, October,1465
 Türkiye,2012, november,1057
 Türkiye,2012, december,676
 uk,2012, January,12654
 uk,2012, February,12294
 uk,2012, March,18993
 uk,2012, April,17345
 uk,2012, May,13424
 uk,2012, June,11396
 uk,2012, July,14575
 uk,2012, August,12192
 uk,2012, september,13742
 uk,2012, October,20080
 uk,2012, november,13953
 uk,2012, december,13346
 France,2012, January,7686
 France,2012, February,7791
 France,2012, March,10636
 France,2012, April,14457
 France,2012, May,9976
 France,2012, June,8667
 France,2012, July,13477
 France,2012, August,11358
 France,2012, september,10863
 France,2012, October,14467
 France,2012, november,10777
 France,2012, december,10257
 Germany,2012, January,6351
 Germany,2012, February,7689
 Germany,2012, March,10963
 Germany,2012, April,9605
 Germany,2012, May,8568
 Germany,2012, June,7528
 Germany,2012, July,9355
 Germany,2012, August,7645
 Germany,2012, september,10027
 Germany,2012, October,12891
 Germany,2012, november,10995
 Germany,2012, december,7281
 Italy,2012, January,2762
 Italy,2012, February,2736
 Italy,2012, March,4886
 Italy,2012, April,4599
 Italy,2012, May,3935
 Italy,2012, June,3330
 Italy,2012, July,4273
